<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.06.02	04:00:00	1.11934	1.12134	1.11858	1.12049	17003	24921804000	7
2016.06.02	08:00:00	1.12049	1.12198	1.11906	1.12103	25325	44021341000	7
2016.06.02	12:00:00	1.12103	1.12156	1.11657	1.11884	33953	55435062000	7
2016.06.02	16:00:00	1.11885	1.11920	1.11449	1.11559	37749	76216404000	7
2016.06.02	20:00:00	1.11559	1.11607	1.11472	1.11510	10319	17395093000	7
2016.06.03	00:00:00	1.11499	1.11568	1.11419	1.11435	8361	10221470000	0
2016.06.03	04:00:00	1.11435	1.11584	1.11434	1.11570	10997	16692378000	7
2016.06.03	08:00:00	1.11570	1.11585	1.11462	1.11483	21955	37179300000	7
2016.06.03	12:00:00	1.11483	1.12974	1.10707	1.12867	33300	61980153000	7
2016.06.03	16:00:00	1.12868	1.13497	1.12860	1.13260	54462	97658084000	7
2016.06.03	20:00:00	1.13261	1.13732	1.13259	1.13662	22160	37109880000	7
2016.06.06	00:00:00	1.13542	1.13719	1.13429	1.13455	16644	20297801000	7
2016.06.06	04:00:00	1.13456	1.13503	1.13359	1.13413	15347	23775062000	7
2016.06.06	08:00:00	1.13413	1.13631	1.13363	1.13574	26566	41968759000	7
2016.06.06	12:00:00	1.13575	1.13632	1.13306	1.13484	27018	46670211000	7
2016.06.06	16:00:00	1.13484	1.13833	1.13262	1.13776	37272	75174212000	7
2016.06.06	20:00:00	1.13775	1.13923	1.13528	1.13528	19894	30672818000	7
2016.06.07	00:00:00	1.13528	1.13661	1.13528	1.13566	9224	11792529000	0
2016.06.07	04:00:00	1.13566	1.13669	1.13500	1.13569	15210	23517925000	7
2016.06.07	08:00:00	1.13569	1.13722	1.13506	1.13642	23863	37806625000	7
2016.06.07	12:00:00	1.13640	1.13801	1.13383	1.13647	29247	63610257000	7
2016.06.07	16:00:00	1.13647	1.13667	1.13406	1.13483	32215	70759737000	7
2016.06.07	20:00:00	1.13483	1.13652	1.13449	1.13555	12103	25197734000	7
2016.06.08	00:00:00	1.13563	1.13624	1.13541	1.13612	8937	11005990000	0
2016.06.08	04:00:00	1.13613	1.13742	1.13606	1.13739	14235	19226771000	7
2016.06.08	08:00:00	1.13739	1.13768	1.13609	1.13699	20447	35225770000	7
2016.06.08	12:00:00	1.13700	1.13947	1.13640	1.13920	25310	44192317000	7
2016.06.08	16:00:00	1.13919	1.14103	1.13871	1.13989	34756	77192267000	7
2016.06.08	20:00:00	1.13989	1.14068	1.13913	1.13938	14595	25930084000	7
2016.06.09	00:00:00	1.13936	1.14073	1.13898	1.13990	11506	14877228000	0
2016.06.09	04:00:00	1.13990	1.14151	1.13953	1.14044	12838	19137259000	7
2016.06.09	08:00:00	1.14043	1.14057	1.13509	1.13644	26603	47294742000	7
2016.06.09	12:00:00	1.13644	1.13649	1.13256	1.13256	27481	50168786000	0
2016.06.09	16:00:00	1.13249	1.13365	1.13052	1.13189	35179	73417544000	7
2016.06.09	20:00:00	1.13188	1.13328	1.13125	1.13129	15448	29895682000	7
2016.06.10	00:00:00	1.13130	1.13197	1.12919	1.12974	12755	13785781000	7
2016.06.10	04:00:00	1.12976	1.13026	1.12894	1.12939	11620	17782729000	7
2016.06.10	08:00:00	1.12939	1.13210	1.12928	1.13010	23472	32270399000	7
2016.06.10	12:00:00	1.13010	1.13120	1.12815	1.13040	27270	35731774000	7
2016.06.10	16:00:00	1.13038	1.13044	1.12720	1.12780	34751	56064417000	7
2016.06.10	20:00:00	1.12778	1.12787	1.12450	1.12533	23682	34758211000	7
2016.06.13	00:00:00	1.12478	1.12528	1.12334	1.12461	15029	17433877000	0
2016.06.13	04:00:00	1.12462	1.12551	1.12316	1.12504	19655	28058408000	7
2016.06.13	08:00:00	1.12503	1.12742	1.12468	1.12710	30114	47597342000	7
2016.06.13	12:00:00	1.12710	1.12778	1.12501	1.12508	29045	61880268000	7
2016.06.13	16:00:00	1.12508	1.13027	1.12373	1.12836	44447	89332341000	7
2016.06.13	20:00:00	1.12835	1.12984	1.12821	1.12893	11521	21484055000	7
2016.06.14	00:00:00	1.12890	1.12951	1.12847	1.12949	10883	12907431000	0
2016.06.14	04:00:00	1.12949	1.12980	1.12852	1.12875	10061	14413131000	7
2016.06.14	08:00:00	1.12875	1.12904	1.12282	1.12351	30871	48965849000	7
2016.06.14	12:00:00	1.12351	1.12395	1.12081	1.12338	34451	71555626000	7
2016.06.14	16:00:00	1.12338	1.12410	1.11886	1.12123	39394	74716747000	7
2016.06.14	20:00:00	1.12123	1.12190	1.11994	1.12056	13833	21529853000	7
2016.06.15	00:00:00	1.12068	1.12139	1.11985	1.12004	10738	13907458000	0
2016.06.15	04:00:00	1.12004	1.12097	1.11894	1.12085	11943	19297248000	7
2016.06.15	08:00:00	1.12085	1.12290	1.11976	1.12190	24515	38436871000	7
2016.06.15	12:00:00	1.12189	1.12376	1.12170	1.12254	26259	44879254000	7
2016.06.15	16:00:00	1.12258	1.12516	1.12090	1.12371	34169	70876330000	7
2016.06.15	20:00:00	1.12370	1.12982	1.12370	1.12602	32910	48566132000	7
2016.06.16	00:00:00	1.12580	1.12754	1.12556	1.12683	12000	15858501000	0
2016.06.16	04:00:00	1.12682	1.12851	1.12578	1.12765	20486	25066869000	7
2016.06.16	08:00:00	1.12765	1.12946	1.12582	1.12604	35101	53998792000	7
2016.06.16	12:00:00	1.12605	1.12643	1.11624	1.11705	37373	68911704000	7
2016.06.16	16:00:00	1.11704	1.12429	1.11307	1.12061	49058	99938874000	7
2016.06.16	20:00:00	1.12061	1.12509	1.12053	1.12230	25589	36955452000	7
2016.06.17	00:00:00	1.12231	1.12716	1.12225	1.12677	15266	18760985000	0
2016.06.17	04:00:00	1.12677	1.12714	1.12472	1.12473	14191	20707685000	7
2016.06.17	08:00:00	1.12474	1.12632	1.12225	1.12566	28737	41750498000	7
2016.06.17	12:00:00	1.12566	1.12676	1.12415	1.12451	28259	43576435000	7
2016.06.17	16:00:00	1.12449	1.12961	1.12416	1.12664	35673	63299400000	7
2016.06.17	20:00:00	1.12666	1.12873	1.12666	1.12752	14430	23050040000	7
2016.06.20	00:00:00	1.13308	1.13574	1.13079	1.13511	17558	18935045000	0
2016.06.20	04:00:00	1.13512	1.13821	1.13475	1.13778	14047	23216040000	7
2016.06.20	08:00:00	1.13778	1.13783	1.13327	1.13472	28439	46427216000	7
2016.06.20	12:00:00	1.13472	1.13497	1.13217	1.13421	29420	51311763000	7
2016.06.20	16:00:00	1.13421	1.13571	1.13039	1.13142	35270	69266464000	7
2016.06.20	20:00:00	1.13142	1.13215	1.13018	1.13121	16856	24051377000	7
2016.06.21	00:00:00	1.13093	1.13327	1.13060	1.13314	10183	11918375000	7
2016.06.21	04:00:00	1.13314	1.13429	1.13248	1.13331	10104	14263167000	7
2016.06.21	08:00:00	1.13330	1.13492	1.13286	1.13348	22516	30823548000	7
2016.06.21	12:00:00	1.13347	1.13462	1.12827	1.12843	29512	48207323000	7
2016.06.21	16:00:00	1.12842	1.13006	1.12428	1.12585	39450	62685201000	7
2016.06.21	20:00:00	1.12584	1.12669	1.12435	1.12439	14474	25987010000	7
2016.06.22	00:00:00	1.12421	1.12583	1.12362	1.12423	8067	9891014000	0
2016.06.22	04:00:00	1.12423	1.12697	1.12413	1.12640	10541	13797132000	7
2016.06.22	08:00:00	1.12640	1.12779	1.12535	1.12724	22137	32323417000	7
2016.06.22	12:00:00	1.12726	1.13127	1.12651	1.13127	25824	40118555000	7
2016.06.22	16:00:00	1.13128	1.13372	1.12688	1.13026	37867	68908750000	7
2016.06.22	20:00:00	1.13025	1.13129	1.12875	1.12947	17632	30866352000	7
2016.06.23	00:00:00	1.12937	1.13475	1.12930	1.13306	11869	14105850000	0
2016.06.23	04:00:00	1.13306	1.13495	1.13251	1.13361	8890	11160745000	7
2016.06.23	08:00:00	1.13360	1.13544	1.13164	1.13536	22325	32040876000	7
2016.06.23	12:00:00	1.13540	1.14208	1.13451	1.13906	43123	58571961000	7
2016.06.23	16:00:00	1.13906	1.13922	1.13401	1.13529	36861	60159912000	7
2016.06.23	20:00:00	1.13529	1.13981	1.13417	1.13791	18103	26006252000	7
2016.06.24	00:00:00	1.13840	1.14278	1.12687	1.12775	36786	39138464000	0
2016.06.24	04:00:00	1.12772	1.12966	1.09113	1.09477	74594	90463710000	7
2016.06.24	08:00:00	1.09476	1.11891	1.09349	1.11269	62641	74820007000	7
2016.06.24	12:00:00	1.11270	1.11410	1.10399	1.10510	49281	79318620000	7
2016.06.24	16:00:00	1.10510	1.11757	1.10345	1.11650	51206	92666043000	7
2016.06.24	20:00:00	1.11654	1.11796	1.10847	1.10912	23544	53532190000	7
2016.06.27	00:00:00	1.10024	1.10743	1.10024	1.10117	23574	25585077000	7
2016.06.27	04:00:00	1.10116	1.10326	1.09840	1.10138	22930	24814549000	7
2016.06.27	08:00:00	1.10136	1.10833	1.10133	1.10506	41545	38385084000	7
2016.06.27	12:00:00	1.10507	1.10508	1.09705	1.09916	50036	48773194000	7
2016.06.27	16:00:00	1.09916	1.10438	1.09718	1.10376	48618	53206983000	7
2016.06.27	20:00:00	1.10377	1.10400	1.09953	1.10237	25179	29369103000	7
2016.06.28	00:00:00	1.10235	1.10283	1.10098	1.10192	9519	10404455000	0
2016.06.28	04:00:00	1.10196	1.10640	1.10172	1.10616	17302	20787355000	7
2016.06.28	08:00:00	1.10615	1.10790	1.10472	1.10529	32789	51370062000	7
2016.06.28	12:00:00	1.10534	1.11112	1.10530	1.10710	37365	67103250000	7
2016.06.28	16:00:00	1.10711	1.10720	1.10358	1.10523	38411	68792687000	7
2016.06.28	20:00:00	1.10524	1.10902	1.10345	1.10647	18687	26758914000	7
2016.06.29	00:00:00	1.10641	1.10814	1.10587	1.10622	11257	12451550000	0
2016.06.29	04:00:00	1.10622	1.10688	1.10489	1.10672	12808	14484590000	7
2016.06.29	08:00:00	1.10673	1.11030	1.10522	1.10613	30145	43730844000	7
2016.06.29	12:00:00	1.10613	1.11114	1.10514	1.10809	40189	67460659000	7
2016.06.29	16:00:00	1.10810	1.11300	1.10737	1.10974	40778	65503090000	7
2016.06.29	20:00:00	1.10974	1.11246	1.10916	1.11235	17389	20758716000	7
2016.06.30	00:00:00	1.11170	1.11270	1.11083	1.11090	10530	11981169000	0
2016.06.30	04:00:00	1.11091	1.11192	1.10984	1.11014	11627	14466065000	7
2016.06.30	08:00:00	1.11015	1.11347	1.10844	1.11206	31785	47984119000	7
2016.06.30	12:00:00	1.11202	1.11541	1.10762	1.11125	41947	68064673000	7
2016.06.30	16:00:00	1.11125	1.11238	1.10238	1.10729	53198	89989567000	7
2016.06.30	20:00:00	1.10724	1.11059	1.10349	1.11048	23019	36612798000	7
2016.07.01	00:00:00	1.11014	1.11161	1.10940	1.11120	10024	9964995000	0
2016.07.01	04:00:00	1.11117	1.11162	1.10868	1.10993	9898	10975139000	7
2016.07.01	08:00:00	1.10993	1.11164	1.10716	1.11051	29982	41306594000	7
2016.07.01	12:00:00	1.11050	1.11440	1.11009	1.11318	31696	51724813000	7
2016.07.01	16:00:00	1.11318	1.11689	1.11123	1.11353	36542	60102272000	7
2016.07.01	20:00:00	1.11351	1.11482	1.11175	1.11361	15355	18595840000	7
2016.07.04	00:00:00	1.11245	1.11368	1.11230	1.11290	8839	8765563000	7
2016.07.04	04:00:00	1.11290	1.11439	1.11272	1.11351	10936	14321379000	7
2016.07.04	08:00:00	1.11351	1.11437	1.10975	1.11085	22944	32599579000	7
2016.07.04	12:00:00	1.11084	1.11474	1.11038	1.11439	22367	30719488000	7
2016.07.04	16:00:00	1.11438	1.11481	1.11287	1.11474	21082	27215598000	7
2016.07.04	20:00:00	1.11474	1.11591	1.11474	1.11532	8371	14008293000	7
2016.07.05	00:00:00	1.11528	1.11560	1.11330	1.11334	10038	9844838000	0
2016.07.05	04:00:00	1.11341	1.11355	1.11228	1.11233	10519	13831925000	7
2016.07.05	08:00:00	1.11233	1.11862	1.11193	1.11359	27863	40161884000	7
2016.07.05	12:00:00	1.11358	1.11641	1.11296	1.11539	29413	50402286000	7
2016.07.05	16:00:00	1.11540	1.11669	1.10657	1.10900	37192	66343875000	7
2016.07.05	20:00:00	1.10897	1.10928	1.10619	1.10750	13422	21994334000	7
2016.07.06	00:00:00	1.10709	1.10745	1.10471	1.10494	14176	16048367000	0
2016.07.06	04:00:00	1.10494	1.10575	1.10357	1.10526	20595	28036800000	7
2016.07.06	08:00:00	1.10526	1.10785	1.10447	1.10554	31281	45989804000	7
2016.07.06	12:00:00	1.10555	1.10873	1.10431	1.10735	36240	56394996000	7
2016.07.06	16:00:00	1.10734	1.10960	1.10288	1.10890	39425	66942440000	7
2016.07.06	20:00:00	1.10890	1.11112	1.10824	1.10989	17363	22728692000	7
2016.07.07	00:00:00	1.10969	1.11022	1.10853	1.10879	10859	12420983000	0
2016.07.07	04:00:00	1.10880	1.11069	1.10738	1.11012	13577	16732729000	7
2016.07.07	08:00:00	1.11013	1.11018	1.10560	1.10812	26758	38406408000	7
2016.07.07	12:00:00	1.10811	1.11009	1.10672	1.10866	29513	40127276000	7
2016.07.07	16:00:00	1.10866	1.10994	1.10531	1.10635	34090	57083993000	7
2016.07.07	20:00:00	1.10637	1.10664	1.10522	1.10601	13616	21292951000	7
2016.07.08	00:00:00	1.10601	1.10738	1.10586	1.10678	9486	11721319000	7
2016.07.08	04:00:00	1.10677	1.10841	1.10677	1.10833	11295	16966363000	7
2016.07.08	08:00:00	1.10833	1.10893	1.10693	1.10744	20081	30690550000	7
2016.07.08	12:00:00	1.10744	1.10824	1.10016	1.10242	30649	52322579000	7
2016.07.08	16:00:00	1.10242	1.11198	1.10215	1.10540	40499	63203498000	7
2016.07.08	20:00:00	1.10540	1.10591	1.10382	1.10497	12806	21130315000	7
2016.07.11	00:00:00	1.10448	1.10529	1.10336	1.10380	16842	20984702000	7
2016.07.11	04:00:00	1.10379	1.10553	1.10372	1.10464	9530	12189382000	7
2016.07.11	08:00:00	1.10464	1.10536	1.10153	1.10259	23894	36347415000	7
2016.07.11	12:00:00	1.10260	1.10594	1.10206	1.10531	26251	41722470000	7
2016.07.11	16:00:00	1.10533	1.10743	1.10351	1.10529	28474	48800785000	7
2016.07.11	20:00:00	1.10527	1.10631	1.10510	1.10568	10636	17677205000	7
2016.07.12	00:00:00	1.10556	1.10662	1.10520	1.10590	9930	10520611000	7
2016.07.12	04:00:00	1.10591	1.10907	1.10517	1.10771	16500	19446972000	7
2016.07.12	08:00:00	1.10771	1.11260	1.10745	1.11110	30916	46332552000	7
2016.07.12	12:00:00	1.11110	1.11160	1.10796	1.11012	33992	55076713000	7
2016.07.12	16:00:00	1.11012	1.11023	1.10603	1.10911	38168	71621725000	7
2016.07.12	20:00:00	1.10911	1.10916	1.10602	1.10604	13351	25771745000	7
2016.07.13	00:00:00	1.10595	1.10668	1.10532	1.10615	10814	10924320000	0
2016.07.13	04:00:00	1.10613	1.10696	1.10544	1.10652	16970	24815018000	7
2016.07.13	08:00:00	1.10653	1.10707	1.10418	1.10593	28308	46230984000	7
2016.07.13	12:00:00	1.10593	1.10882	1.10495	1.10872	32060	52731851000	7
2016.07.13	16:00:00	1.10871	1.11195	1.10792	1.11081	33976	64951856000	7
2016.07.13	20:00:00	1.11081	1.11128	1.10870	1.10883	11565	18262953000	7
2016.07.14	00:00:00	1.10877	1.11030	1.10850	1.10959	14491	16587240000	0
2016.07.14	04:00:00	1.10959	1.11156	1.10939	1.11109	17272	23727403000	7
2016.07.14	08:00:00	1.11110	1.11288	1.10882	1.11074	32630	45918495000	7
2016.07.14	12:00:00	1.11074	1.11644	1.10963	1.11146	45113	68695341000	7
2016.07.14	16:00:00	1.11146	1.11241	1.10974	1.11131	30781	66742514000	7
2016.07.14	20:00:00	1.11131	1.11291	1.11114	1.11191	10650	22860323000	7
2016.07.15	00:00:00	1.11173	1.11193	1.11016	1.11164	13863	18884345000	0
2016.07.15	04:00:00	1.11161	1.11393	1.11044	1.11260	18284	31661964000	7
2016.07.15	08:00:00	1.11260	1.11486	1.11152	1.11381	28708	55329448000	7
2016.07.15	12:00:00	1.11382	1.11435	1.11061	1.11162	30345	71441532000	7
2016.07.15	16:00:00	1.11162	1.11182	1.10526	1.10618	31072	83314394000	7
2016.07.15	20:00:00	1.10617	1.10724	1.10240	1.10244	17900	29898220000	7
2016.07.18	00:00:00	1.10497	1.10625	1.10443	1.10569	14062	17732251000	0
2016.07.18	04:00:00	1.10569	1.10708	1.10538	1.10651	8937	13128116000	7
2016.07.18	08:00:00	1.10651	1.10725	1.10459	1.10508	21205	41580555000	7
2016.07.18	12:00:00	1.10508	1.10594	1.10372	1.10510	26322	50856951000	7
2016.07.18	16:00:00	1.10512	1.10839	1.10475	1.10708	27451	57069774000	7
2016.07.18	20:00:00	1.10710	1.10820	1.10675	1.10748	10132	19878802000	7
2016.07.19	00:00:00	1.10735	1.10784	1.10632	1.10675	7178	9084248000	0
2016.07.19	04:00:00	1.10674	1.10801	1.10629	1.10750	9119	12025181000	7
2016.07.19	08:00:00	1.10750	1.10779	1.10482	1.10664	22147	38860781000	7
2016.07.19	12:00:00	1.10636	1.10733	1.10140	1.10242	28354	60755810000	7
2016.07.19	16:00:00	1.10239	1.10299	1.09996	1.10137	32689	60536893000	7
2016.07.19	20:00:00	1.10136	1.10222	1.10086	1.10189	9570	16544824000	7
2016.07.20	00:00:00	1.10187	1.10210	1.10109	1.10138	9462	10762853000	0
2016.07.20	04:00:00	1.10139	1.10153	1.09969	1.10153	10251	15158571000	7
2016.07.20	08:00:00	1.10153	1.10210	1.09810	1.10015	24195	51161357000	7
2016.07.20	12:00:00	1.10015	1.10217	1.09908	1.09949	25286	55427095000	7
2016.07.20	16:00:00	1.09949	1.10298	1.09919	1.10058	24557	56652955000	7
2016.07.20	20:00:00	1.10057	1.10210	1.09986	1.10129	11481	22394334000	7
2016.07.21	00:00:00	1.10122	1.10213	1.10028	1.10094	9408	11539604000	0
2016.07.21	04:00:00	1.10095	1.10438	1.10084	1.10341	11311	20181306000	7
2016.07.21	08:00:00	1.10341	1.10469	1.10138	1.10143	27160	51807434000	7
2016.07.21	12:00:00	1.10143	1.10600	1.10046	1.10429	35638	60379321000	7
2016.07.21	16:00:00	1.10429	1.10578	1.09793	1.10072	38477	58681338000	7
2016.07.21	20:00:00	1.10072	1.10272	1.10020	1.10237	12514	16355425000	7
2016.07.22	00:00:00	1.10229	1.10330	1.10194	1.10281	11143	11405230000	7
2016.07.22	04:00:00	1.10280	1.10309	1.10186	1.10302	9121	11268948000	7
2016.07.22	08:00:00	1.10302	1.10406	1.10159	1.10284	25799	38108943000	7
2016.07.22	12:00:00	1.10284	1.10368	1.10087	1.10137	30053	43699015000	7
2016.07.22	16:00:00	1.10136	1.10239	1.09560	1.09665	30768	51063857000	7
2016.07.22	20:00:00	1.09666	1.09786	1.09551	1.09747	11574	17379197000	7
2016.07.25	00:00:00	1.09725	1.09747	1.09578	1.09593	13910	17375128000	0
2016.07.25	04:00:00	1.09593	1.09767	1.09516	1.09750	9560	12196642000	7
2016.07.25	08:00:00	1.09750	1.09868	1.09605	1.09822	21365	34974821000	7
2016.07.25	12:00:00	1.09821	1.09961	1.09717	1.09735	24650	39953325000	7
2016.07.25	16:00:00	1.09734	1.09892	1.09675	1.09869	21874	39036740000	7
2016.07.25	20:00:00	1.09869	1.09986	1.09837	1.09942	8785	14753165000	7
2016.07.26	00:00:00	1.09927	1.09961	1.09827	1.09841	9659	12590299000	0
2016.07.26	04:00:00	1.09841	1.10056	1.09826	1.10042	10716	13596278000	7
2016.07.26	08:00:00	1.10042	1.10205	1.09963	1.10113	24718	40440749000	7
2016.07.26	12:00:00	1.10111	1.10294	1.09847	1.09944	24627	32424900000	7
2016.07.26	16:00:00	1.09941	1.10061	1.09778	1.09877	25227	46604616000	7
2016.07.26	20:00:00	1.09877	1.09924	1.09825	1.09855	8569	14070124000	7
2016.07.27	00:00:00	1.09821	1.09932	1.09811	1.09897	7398	8015220000	0
2016.07.27	04:00:00	1.09897	1.10020	1.09842	1.09996	13381	15920481000	7
2016.07.27	08:00:00	1.09996	1.10034	1.09866	1.09935	21190	32147956000	7
2016.07.27	12:00:00	1.09935	1.10055	1.09874	1.09988	23871	38881553000	7
2016.07.27	16:00:00	1.09989	1.10075	1.09834	1.09909	24783	44136173000	7
2016.07.27	20:00:00	1.09908	1.10647	1.09314	1.10583	28637	39504662000	7
2016.07.28	00:00:00	1.10570	1.10747	1.10519	1.10674	12048	11538521000	0
2016.07.28	04:00:00	1.10673	1.10765	1.10586	1.10697	12158	15341225000	7
2016.07.28	08:00:00	1.10697	1.11191	1.10637	1.11047	27286	35180890000	7
2016.07.28	12:00:00	1.11048	1.11062	1.10788	1.10991	25776	41078795000	7
2016.07.28	16:00:00	1.10991	1.11077	1.10729	1.10753	27576	44734472000	7
2016.07.28	20:00:00	1.10754	1.10818	1.10683	1.10757	12220	18617660000	7
2016.07.29	00:00:00	1.10763	1.10861	1.10731	1.10814	10902	13894138000	0
2016.07.29	04:00:00	1.10814	1.10959	1.10720	1.10812	20140	23653476000	7
2016.07.29	08:00:00	1.10812	1.11012	1.10737	1.10977	24772	36999348000	7
2016.07.29	12:00:00	1.10978	1.11548	1.10929	1.11497	28068	46983805000	7
2016.07.29	16:00:00	1.11497	1.11972	1.11492	1.11563	40468	42439791000	7
2016.07.29	20:00:00	1.11564	1.11885	1.11560	1.11743	15959	16619603000	7
2016.08.01	00:00:00	1.11715	1.11831	1.11653	1.11746	9450	7822156000	7
2016.08.01	04:00:00	1.11745	1.11810	1.11660	1.11791	9377	10307180000	7
2016.08.01	08:00:00	1.11790	1.11802	1.11591	1.11591	18973	21300862000	7
2016.08.01	12:00:00	1.11592	1.11771	1.11548	1.11646	25140	31779381000	7
2016.08.01	16:00:00	1.11645	1.11786	1.11598	1.11705	26270	32383173000	7
2016.08.01	20:00:00	1.11706	1.11721	1.11586	1.11614	11984	12508676000	7
2016.08.02	00:00:00	1.11602	1.11747	1.11573	1.11720	6649	6298465000	0
2016.08.02	04:00:00	1.11719	1.11805	1.11619	1.11762	10403	12575944000	7
2016.08.02	08:00:00	1.11762	1.12083	1.11733	1.12017	28346	32412542000	7
2016.08.02	12:00:00	1.12020	1.12057	1.11866	1.12006	26733	31400233000	7
2016.08.02	16:00:00	1.12006	1.12302	1.12005	1.12225	31721	36129110000	7
2016.08.02	20:00:00	1.12227	1.12334	1.12192	1.12209	12521	13530908000	7
2016.08.03	00:00:00	1.12202	1.12265	1.12140	1.12140	8843	9423978000	0
2016.08.03	04:00:00	1.12141	1.12168	1.12077	1.12131	9440	11336340000	7
2016.08.03	08:00:00	1.12131	1.12148	1.11966	1.11994	19893	23644752000	7
2016.08.03	12:00:00	1.11995	1.12043	1.11897	1.11929	22139	29314342000	7
2016.08.03	16:00:00	1.11929	1.11960	1.11618	1.11731	27594	37561980000	7
2016.08.03	20:00:00	1.11732	1.11760	1.11403	1.11474	11339	13478878000	7
2016.08.04	00:00:00	1.11478	1.11525	1.11429	1.11440	7646	6962227000	0
2016.08.04	04:00:00	1.11440	1.11561	1.11348	1.11457	9538	11141297000	7
2016.08.04	08:00:00	1.11457	1.11463	1.11271	1.11340	21026	25760366000	7
2016.08.04	12:00:00	1.11338	1.11475	1.11135	1.11438	34135	44655734000	7
2016.08.04	16:00:00	1.11437	1.11484	1.11300	1.11371	28782	35860740000	7
2016.08.04	20:00:00	1.11370	1.11373	1.11259	1.11282	9552	11954184000	7
2016.08.05	00:00:00	1.11252	1.11346	1.11251	1.11318	6484	5732083000	7
2016.08.05	04:00:00	1.11318	1.11364	1.11282	1.11364	7830	9470650000	7
2016.08.05	08:00:00	1.11363	1.11508	1.11324	1.11497	18539	27315027000	7
2016.08.05	12:00:00	1.11497	1.11608	1.10810	1.10830	27499	30808572000	7
2016.08.05	16:00:00	1.10830	1.10890	1.10453	1.10878	32450	38188442000	7
2016.08.05	20:00:00	1.10880	1.11050	1.10828	1.10867	11032	12093963000	7
2016.08.08	00:00:00	1.10795	1.10921	1.10768	1.10833	8994	9877266000	7
2016.08.08	04:00:00	1.10834	1.11044	1.10828	1.11040	8640	10558672000	7
2016.08.08	08:00:00	1.11039	1.11046	1.10794	1.10859	18977	23566399000	7
2016.08.08	12:00:00	1.10857	1.10971	1.10786	1.10862	21362	26572948000	7
2016.08.08	16:00:00	1.10862	1.10874	1.10716	1.10770	21356	29765193000	7
2016.08.08	20:00:00	1.10770	1.10883	1.10758	1.10878	8743	10256431000	7
2016.08.09	00:00:00	1.10855	1.10901	1.10812	1.10859	6875	6492861000	0
2016.08.09	04:00:00	1.10861	1.10877	1.10700	1.10826	9432	10791003000	7
2016.08.09	08:00:00	1.10825	1.10949	1.10706	1.10938	18621	25792927000	7
2016.08.09	12:00:00	1.10938	1.10960	1.10743	1.10792	22010	32700737000	7
2016.08.09	16:00:00	1.10791	1.11221	1.10780	1.11021	26420	37479685000	7
2016.08.09	20:00:00	1.11021	1.11181	1.11003	1.11169	9818	12232281000	7
2016.08.10	00:00:00	1.11151	1.11452	1.11114	1.11379	9195	9291000000	0
2016.08.10	04:00:00	1.11379	1.11557	1.11379	1.11496	13312	14778276000	7
2016.08.10	08:00:00	1.11495	1.11545	1.11383	1.11464	18567	22676507000	7
2016.08.10	12:00:00	1.11463	1.11898	1.11458	1.11889	26356	38156212000	7
2016.08.10	16:00:00	1.11890	1.11893	1.11586	1.11663	27971	47237826000	7
2016.08.10	20:00:00	1.11663	1.11837	1.11663	1.11744	10628	16515490000	7
2016.08.11	00:00:00	1.11744	1.11909	1.11744	1.11836	10699	16001850000	7
2016.08.11	04:00:00	1.11838	1.11838	1.11663	1.11675	8330	11452379000	7
2016.08.11	08:00:00	1.11677	1.11692	1.11362	1.11428	22618	34806638000	7
2016.08.11	12:00:00	1.11429	1.11609	1.11375	1.11566	25819	43247201000	7
2016.08.11	16:00:00	1.11566	1.11817	1.11507	1.11570	27755	43644748000	7
2016.08.11	20:00:00	1.11570	1.11580	1.11349	1.11354	11949	17074498000	7
2016.08.12	00:00:00	1.11356	1.11428	1.11309	1.11342	7890	9828667000	0
2016.08.12	04:00:00	1.11342	1.11441	1.11330	1.11394	7623	12004965000	7
2016.08.12	08:00:00	1.11394	1.11589	1.11343	1.11542	20006	30056076000	7
2016.08.12	12:00:00	1.11541	1.12209	1.11445	1.12085	26651	44274255000	7
2016.08.12	16:00:00	1.12085	1.12100	1.11665	1.11679	36087	56401988000	7
2016.08.12	20:00:00	1.11680	1.11725	1.11585	1.11634	10931	14066690000	7
2016.08.15	00:00:00	1.11659	1.11683	1.11530	1.11552	8082	7682640000	0
2016.08.15	04:00:00	1.11551	1.11609	1.11539	1.11579	7465	12202307000	7
2016.08.15	08:00:00	1.11578	1.11757	1.11562	1.11678	18938	30705654000	7
2016.08.15	12:00:00	1.11678	1.11859	1.11651	1.11739	20396	28546823000	7
2016.08.15	16:00:00	1.11739	1.12032	1.11711	1.11810	22252	27940778000	7
2016.08.15	20:00:00	1.11809	1.11863	1.11807	1.11825	6582	7538938000	7
2016.08.16	00:00:00	1.11820	1.11865	1.11770	1.11805	6775	7856775000	0
2016.08.16	04:00:00	1.11805	1.11995	1.11792	1.11988	9661	14214633000	7
2016.08.16	08:00:00	1.11988	1.12763	1.11988	1.12576	29869	35869945000	7
2016.08.16	12:00:00	1.12577	1.13221	1.12547	1.12786	34756	45231203000	7
2016.08.16	16:00:00	1.12785	1.12877	1.12456	1.12687	32908	42070599000	7
2016.08.16	20:00:00	1.12687	1.12811	1.12683	1.12772	9387	11117289000	7
2016.08.17	00:00:00	1.12773	1.12820	1.12723	1.12792	8657	9097333000	0
